player,team,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
Michael Grove,Tampa Bay Rays,29,1,0,1,4,0,0,0,0,4,0,0,1,0,.100,10,.100,.100,.200,0,0,.---,.---,0,34,0.00,3.0,1,0,0,0,0,0,0,0.33,10,9,1,0,0,26,.760,0,0,0,0,1,0.25,1.000,11.33,0,-.--,12.00,0.00,3.00,0.00,0.00,0,0,0,0,0
Sam Haggerty,Texas Rangers,32,1,0,2,0,0,0,0,0,0,0,0,0,1,.000,2,.333,.000,.333,0,0,.---,.---,1,6,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.830,1,0,0,0,0,2.00,.---,6.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Welinton Herrera,Colorado Rockies,22,3,0,2,3,0,0,0,0,2,1,0,2,0,.222,9,.300,.222,.522,0,0,.---,.---,0,45,0.00,2.1,0,0,0,0,0,0,0,1.29,10,7,3,0,0,28,.620,0,0,0,0,2,0.67,.---,19.29,1,2.00,7.71,3.86,7.71,0.00,0.00,0,0,0,0,0
P.J. Higgins,Cincinnati Reds,33,1,0,0,2,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.00,.---,10.00,1,-.--,9.00,0.00,0.00,0.00,0.00,0,0,0,0,0
William Kempner,Miami Marlins,25,6,0,6,11,0,0,0,0,10,2,0,3,1,.100,30,.182,.100,.282,0,1,1.000,.000,0,130,0.00,9.0,1,0,0,0,0,0,0,0.56,33,27,6,0,0,85,.650,1,0,0,0,3,0.55,1.000,14.44,1,5.00,10.00,2.00,3.00,0.00,0.00,5,0,0,0,0
Jared Koenig,Milwaukee Brewers,32,5,0,5,3,2,3,0,0,5,2,2,5,0,.278,18,.350,.444,.794,0,0,.---,.---,1,77,0.00,4.1,0,0,0,0,1,0,0,1.62,20,13,5,0,0,53,.690,0,0,1,0,8,1.67,.---,17.77,0,2.50,10.38,4.15,10.38,4.15,0.00,2,2,0,0,0
Brooks Kriske,Athletics,32,2,0,2,4,0,0,0,0,2,1,0,2,0,.200,10,.273,.200,.473,0,0,.---,.---,0,38,0.00,2.2,0,0,0,0,0,0,0,1.13,11,8,2,0,0,25,.660,0,0,0,0,2,0.50,.---,14.25,1,2.00,6.75,3.38,6.75,0.00,0.00,1,0,0,0,0
Jorge Mateo,Atlanta Braves,31,1,0,0,3,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,11,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.550,0,0,0,0,1,0.00,.---,11.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Easton McGee,Milwaukee Brewers,28,2,0,3,0,0,1,0,0,1,1,0,1,0,.200,5,.333,.400,.733,0,0,.---,.---,2,22,0.00,2.0,0,0,0,0,0,0,0,1.00,6,6,2,0,0,13,.590,0,0,0,0,2,3.00,.---,11.00,2,1.00,4.50,4.50,4.50,0.00,0.00,2,1,0,0,0
Reese McGuire,Chicago White Sox,31,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.890,0,0,0,0,0,0.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Victor Mederos,Atlanta Braves,25,1,0,2,3,0,0,0,0,0,1,0,0,0,.000,5,.167,.000,.167,0,0,.---,.---,1,25,0.00,2.0,0,0,0,0,0,0,0,0.50,6,6,1,0,0,14,.560,0,0,0,0,0,0.67,.---,12.50,1,0.00,0.00,4.50,0.00,0.00,0.00,0,0,0,0,0
Jake Meyers,Houston Astros,30,1,0,3,0,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.560,0,0,0,0,0,3.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
A.J. Minter,New York Mets,32,14,0,12,19,2,0,0,0,11,1,0,7,0,.143,49,.160,.143,.303,1,2,.667,.333,0,189,0.00,14.0,1,1,0,0,1,0,0,0.57,50,42,14,0,0,124,.660,0,0,0,0,7,0.63,.500,13.50,7,11.00,7.07,0.64,4.50,1.29,0.00,5,0,0,0,0
Eduardo Rivera,Boston Red Sox,23,1,0,4,2,0,0,0,0,3,0,0,1,0,.100,10,.100,.100,.200,0,0,.---,.---,1,41,0.00,3.1,0,0,0,0,0,0,0,0.30,10,10,1,0,0,26,.630,0,0,0,0,1,2.00,.---,12.30,1,-.--,8.10,0.00,2.70,0.00,0.00,0,0,0,0,0
Jake Rogers,Detroit Tigers,31,2,0,1,2,0,0,0,0,1,0,0,2,0,.333,6,.333,.333,.666,0,0,.---,.---,0,20,0.00,1.1,0,0,0,0,0,0,0,1.50,6,4,2,0,0,12,.600,0,0,0,0,2,0.50,.---,15.00,2,-.--,6.75,0.00,13.50,0.00,0.00,3,0,0,0,0
Yacksel Ríos,Chicago Cubs,33,1,0,1,2,0,0,0,0,2,0,0,0,0,.000,5,.000,.000,.000,0,0,.---,.---,0,13,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,1,0,0,10,.770,0,0,0,0,0,0.50,.---,7.80,1,-.--,10.80,0.00,0.00,0.00,0.00,0,0,0,0,0
Javier Sanoja,Miami Marlins,23,2,0,0,5,0,1,0,0,1,0,0,1,0,.143,7,.143,.286,.429,0,0,.---,.---,0,22,0.00,2.0,0,0,0,0,0,0,0,0.50,7,6,2,0,0,15,.680,0,0,0,0,2,0.00,.---,11.00,2,-.--,4.50,0.00,4.50,0.00,0.00,0,0,0,0,0
Max Schuemann,New York Yankees,29,1,0,1,2,0,0,0,0,0,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,14,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,7,.500,0,0,0,0,1,0.50,.---,14.00,1,0.00,0.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Zack Short,New York Mets,31,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.50,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Hunter Stratton,Atlanta Braves,29,1,0,1,0,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,1,12,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,9,.750,0,0,0,0,1,1.00,.---,12.00,1,-.--,9.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Myles Straw,Toronto Blue Jays,31,1,0,2,2,0,0,0,0,0,1,0,4,0,.500,8,.556,.500,1.056,0,0,.---,.---,0,20,0.00,1.1,0,0,0,0,0,0,0,3.75,9,4,1,0,0,11,.550,0,0,0,0,4,1.00,.---,15.00,1,0.00,0.00,6.75,27.00,0.00,0.00,1,1,0,0,0
Garrett Stubbs,Philadelphia Phillies,33,2,0,0,4,0,0,0,0,0,0,0,0,0,.000,4,.000,.000,.000,0,0,.---,.---,0,8,0.00,1.1,0,0,0,0,0,0,0,0.00,4,4,2,0,0,5,.630,0,0,0,0,0,0.00,.---,6.00,2,-.--,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0
Miguel Ullola,Houston Astros,24,2,0,2,3,0,0,0,0,7,0,0,2,0,.143,14,.143,.143,.286,0,1,1.000,.000,0,53,0.00,4.0,0,0,0,0,0,0,0,0.50,14,12,2,0,0,38,.720,0,0,0,0,2,0.67,.---,13.25,1,-.--,15.75,0.00,4.50,0.00,0.00,0,0,0,0,0
Ildemaro Vargas,Arizona Diamondbacks,34,1,0,2,2,0,0,0,0,0,2,0,0,0,.000,4,.333,.000,.333,0,0,.---,.---,1,20,0.00,1.2,0,0,0,0,0,0,0,1.20,6,5,1,0,0,7,.350,0,0,0,0,0,1.00,.---,12.00,1,0.00,0.00,10.80,0.00,0.00,0.00,2,0,0,0,0
Vince Velasquez,Chicago Cubs,34,2,0,3,6,0,1,0,0,1,0,0,1,0,.091,11,.091,.182,.273,0,0,.---,.---,0,43,0.00,3.1,0,0,0,0,0,0,0,0.30,11,10,2,0,0,29,.670,0,0,1,0,2,0.50,.---,12.90,2,-.--,2.70,0.00,2.70,0.00,0.00,1,1,0,0,0
Hurston Waldrep,Atlanta Braves,24,1,0,2,1,0,0,0,0,3,4,0,2,0,.250,8,.500,.250,.750,0,0,.---,.---,0,55,0.00,2.0,0,0,0,0,1,0,0,3.00,12,6,1,0,0,28,.510,0,0,0,0,2,2.00,.---,27.50,0,0.75,13.50,18.00,9.00,0.00,0.00,0,0,0,0,0
Cameron Weston,Baltimore Orioles,25,1,0,1,0,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,17,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,11,.650,0,0,0,0,0,1.00,.---,17.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Bryse Wilson,Chicago Cubs,28,2,0,7,7,0,0,1,0,4,1,0,5,0,.217,23,.250,.304,.554,0,0,.---,.---,1,90,0.00,6.1,0,0,0,0,0,0,0,0.95,24,19,2,0,0,65,.720,0,0,0,0,7,1.00,.---,14.21,1,4.00,5.68,1.42,7.11,0.00,0.00,0,0,0,0,0
Matt Brash,Seattle Mariners,28,20,0,16,16,2,2,0,0,15,6,1,8,3,.151,53,.270,.189,.459,1,0,.000,1.000,1,262,0.54,16.2,3,0,0,2,6,2,1,0.84,64,50,20,0,0,155,.590,3,0,1,0,10,1.00,1.000,15.72,1,2.50,8.10,3.24,4.32,1.08,0.00,8,2,0,1,1
Robert Suarez,Atlanta Braves,35,31,0,36,31,2,1,0,1,26,6,0,21,0,.184,114,.225,.219,.444,0,3,1.000,.000,4,466,0.56,32.0,4,0,4,5,12,1,2,0.84,121,96,31,0,0,308,.660,0,0,1,0,25,1.16,1.000,14.56,6,4.33,7.31,1.69,5.91,0.56,0.28,8,1,1,0,0
Josh Hader,Houston Astros,32,13,0,7,11,1,0,0,1,21,5,0,2,0,.049,41,.152,.122,.274,0,0,.---,.---,0,201,0.69,13.0,2,0,8,8,0,0,1,0.54,46,39,13,0,0,138,.690,0,0,0,0,5,0.64,1.000,15.46,9,4.20,14.54,3.46,1.38,0.69,0.69,0,0,0,0,0
Alimber Santa,Houston Astros,23,8,0,15,14,5,1,0,0,8,5,0,5,0,.125,40,.213,.150,.363,1,0,.000,1.000,1,181,0.71,12.2,0,1,0,0,0,0,1,0.79,47,38,8,0,0,109,.600,0,1,0,0,6,1.07,.000,14.29,4,1.60,5.68,3.55,3.55,3.55,0.00,1,0,0,0,2
Mason Miller,San Diego Padres,27,33,0,19,18,5,0,0,0,66,13,0,16,0,.136,118,.220,.136,.356,0,4,1.000,.000,1,568,0.78,34.2,2,1,21,21,0,0,3,0.84,132,104,33,0,0,375,.660,0,0,3,0,16,1.06,.667,16.38,29,5.08,17.13,3.38,4.15,1.30,0.00,9,1,0,0,1
Cam Booser,Tampa Bay Rays,34,10,0,2,17,1,0,0,1,11,4,0,6,0,.167,36,.250,.250,.500,1,0,.000,1.000,0,160,0.87,10.1,0,0,0,0,2,0,1,0.97,40,31,10,0,0,109,.680,0,0,0,0,9,0.12,.---,15.48,3,2.75,9.58,3.48,5.23,0.87,0.87,5,0,0,0,0
Dylan Lee,Atlanta Braves,31,39,0,25,43,5,3,3,1,46,5,0,18,0,.138,130,.169,.231,.400,0,3,1.000,.000,0,543,0.95,38.0,4,0,0,1,16,1,4,0.61,137,114,39,0,0,377,.690,0,0,0,0,30,0.58,1.000,14.29,1,9.20,10.89,1.18,4.26,1.18,0.24,14,2,0,1,1
Samy Natera Jr.,Los Angeles Angels,26,8,0,3,13,1,0,0,0,12,6,0,3,0,.097,31,.243,.097,.340,0,0,.---,.---,0,167,0.96,9.1,0,0,1,1,1,0,1,0.96,37,28,8,0,0,104,.620,0,0,2,0,3,0.23,.---,17.89,2,2.00,11.57,5.79,2.89,0.96,0.00,6,1,0,0,0
Louis Varland,Toronto Blue Jays,28,41,0,42,27,10,5,0,1,64,13,1,31,0,.190,163,.249,.239,.488,2,3,.600,.400,5,725,0.98,46.0,3,3,17,17,5,0,5,0.96,177,138,41,0,0,489,.670,0,0,3,0,39,1.56,.500,15.76,27,4.92,12.52,2.54,6.07,1.96,0.20,24,3,0,0,1
Yerry De los Santos,New York Yankees,28,5,0,11,8,5,0,0,1,7,4,0,8,0,.242,33,.324,.333,.657,0,1,1.000,.000,2,154,1.04,8.2,0,0,0,0,0,0,1,1.38,38,26,5,0,0,102,.660,0,0,0,0,11,1.38,.---,17.77,1,1.75,7.27,4.15,8.31,5.19,1.04,3,1,0,1,0
Mason Barnett,Athletics,25,9,0,7,18,2,2,0,1,19,7,1,8,0,.154,52,.254,.250,.504,1,0,.000,1.000,1,257,1.17,15.1,1,0,2,2,0,0,2,0.98,59,46,9,0,0,165,.640,0,0,0,0,13,0.39,1.000,16.76,5,2.71,11.15,4.11,4.70,1.17,0.59,4,1,0,0,0
James Karinchak,Atlanta Braves,30,7,0,5,10,1,1,0,0,7,3,0,2,0,.087,23,.185,.130,.315,1,5,.833,.167,0,118,1.17,7.2,0,0,0,0,0,0,1,0.65,27,23,7,0,0,69,.580,0,0,1,0,3,0.50,.---,15.39,1,2.33,8.22,3.52,2.35,1.17,0.00,2,1,0,0,1
